INNOSPECTRA_NIR,ARCOPTIX_NIR,WASATCH_NIR,WASATCH_VISNIR
,1408.45,,674.0
,1409.24,,674.33
,1410.04,,674.66
,1410.84,,674.99
,1411.63,,675.31
,1412.43,,675.64
,1413.23,,675.97
,1414.03,,676.29
,1414.83,,676.62
,1415.63,,676.95
,1416.43,,677.27
,1417.23,,677.6
,1418.04,,677.93
,1418.84,,678.26
,1419.65,,678.58
,1420.45,,678.91
,1421.26,,679.24
,1422.07,,679.56
,1422.88,,679.89
,1423.69,,680.22
,1424.5,,680.54
,1425.31,,680.87
,1426.13,,681.2
,1426.94,,681.52
,1427.76,,681.85
,1428.57,,682.18
,1429.39,,682.5
,1430.21,,682.83
,1431.02,,683.16
,1431.84,,683.48
,1432.66,,683.81
,1433.49,,684.14
,1434.31,,684.46
,1435.13,,684.79
,1435.96,,685.12
,1436.78,,685.44
,1437.61,,685.77
,1438.43,,686.1
,1439.26,,686.42
,1440.09,,686.75
,1440.92,,687.07
,1441.75,,687.4
,1442.59,,687.73
,1443.42,,688.05
,1444.25,,688.38
,1445.09,,688.71
,1445.92,,689.03
,1446.76,,689.36
,1447.6,,689.69
,1448.44,,690.01
,1449.28,,690.34
,1450.12,,690.66
,1450.96,,690.99
,1451.8,,691.32
,1452.64,,691.64
,1453.49,,691.97
,1454.33,,692.29
,1455.18,,692.62
,1456.03,,692.95
,1456.88,,693.27
,1457.73,,693.6
,1458.58,,693.92
,1459.43,,694.25
,1460.28,,694.58
,1461.13,,694.9
,1461.99,,695.23
,1462.84,,695.55
,1463.7,,695.88
,1464.56,,696.21
,1465.42,,696.53
,1466.28,,696.86
,1467.14,,697.18
,1468.0,,697.51
,1468.86,,697.83
,1469.72,,698.16
,1470.59,,698.49
,1471.45,,698.81
,1472.32,,699.14
,1473.19,,699.46
,1474.06,,699.79
,1474.93,,700.11
,1475.8,,700.44
,1476.67,,700.76
,1477.54,,701.09
,1478.42,,701.42
,1479.29,,701.74
,1480.17,,702.07
,1481.04,,702.39
,1481.92,,702.72
,1482.8,,703.04
,1483.68,,703.37
,1484.56,,703.69
,1485.44,,704.02
,1486.33,,704.34
,1487.21,,704.67
,1488.1,,704.99
,1488.98,,705.32
,1489.87,,705.64
,1490.76,,705.97
,1491.65,,706.29
,1492.54,,706.62
,1493.43,,706.94
,1494.32,,707.27
,1495.22,,707.59
,1496.11,,707.92
,1497.01,,708.24
,1497.9,,708.57
,1498.8,,708.89
,1499.7,,709.22
,1500.6,,709.54
,1501.5,,709.87
,1502.4,,710.19
,1503.31,,710.52
,1504.21,,710.84
,1505.12,,711.17
,1506.02,,711.49
,1506.93,,711.82
,1507.84,,712.14
,1508.75,,712.47
,1509.66,,712.79
,1510.57,,713.12
,1511.49,,713.44
,1512.4,,713.77
,1513.32,,714.09
,1514.23,,714.42
,1515.15,,714.74
,1516.07,,715.06
,1516.99,,715.39
,1517.91,,715.71
,1518.83,,716.04
,1519.76,,716.36
,1520.68,,716.69
,1521.61,,717.01
,1522.53,,717.34
,1523.46,,717.66
,1524.39,,717.98
,1525.32,,718.31
,1526.25,,718.63
,1527.18,,718.96
,1528.12,,719.28
,1529.05,,719.61
,1529.99,,719.93
,1530.92,,720.25
,1531.86,,720.58
,1532.8,,720.9
,1533.74,,721.23
,1534.68,,721.55
,1535.63,,721.87
,1536.57,,722.2
,1537.52,,722.52
,1538.46,,722.85
,1539.41,,723.17
,1540.36,,723.49
,1541.31,,723.82
,1542.26,,724.14
,1543.21,,724.47
,1544.16,,724.79
,1545.12,,725.11
,1546.07,,725.44
,1547.03,,725.76
,1547.99,,726.08
,1548.95,,726.41
,1549.91,,726.73
,1550.87,,727.06
,1551.83,,727.38
,1552.8,,727.7
,1553.76,,728.03
,1554.73,,728.35
,1555.69,,728.67
,1556.66,,729.0
,1557.63,,729.32
,1558.6,,729.64
,1559.58,,729.97
,1560.55,,730.29
,1561.52,,730.61
,1562.5,,730.94
,1563.48,,731.26
,1564.46,,731.58
,1565.44,,731.91
,1566.42,,732.23
,1567.4,,732.55
,1568.38,,732.88
,1569.37,,733.2
,1570.35,,733.52
,1571.34,,733.85
,1572.33,,734.17
,1573.32,,734.49
,1574.31,,734.82
,1575.3,,735.14
,1576.29,,735.46
,1577.29,,735.78
,1578.28,,736.11
,1579.28,,736.43
,1580.28,,736.75
,1581.28,,737.08
,1582.28,,737.4
,1583.28,,737.72
,1584.28,,738.04
,1585.29,,738.37
,1586.29,,738.69
,1587.3,,739.01
,1588.31,,739.34
,1589.32,,739.66
,1590.33,,739.98
,1591.34,,740.3
,1592.36,,740.63
,1593.37,,740.95
,1594.39,,741.27
,1595.41,,741.59
,1596.42,,741.92
,1597.44,,742.24
,1598.47,,742.56
,1599.49,,742.88
,1600.51,,743.21
,1601.54,,743.53
,1602.56,,743.85
,1603.59,,744.17
,1604.62,,744.5
,1605.65,,744.82
,1606.68,,745.14
,1607.72,,745.46
,1608.75,,745.78
,1609.79,,746.11
,1610.82,,746.43
,1611.86,,746.75
,1612.9,,747.07
,1613.94,,747.4
,1614.99,,747.72
,1616.03,,748.04
,1617.08,,748.36
,1618.12,,748.68
,1619.17,,749.01
,1620.22,,749.33
,1621.27,,749.65
,1622.32,,749.97
,1623.38,,750.29
,1624.43,,750.61
,1625.49,,750.94
,1626.55,,751.26
,1627.6,,751.58
,1628.66,,751.9
,1629.73,,752.22
,1630.79,,752.54
,1631.85,,752.87
,1632.92,,753.19
,1633.99,,753.51
,1635.06,,753.83
,1636.13,,754.15
,1637.2,,754.47
,1638.27,,754.8
,1639.34,,755.12
,1640.42,,755.44
,1641.5,,755.76
,1642.58,,756.08
,1643.66,,756.4
,1644.74,,756.72
,1645.82,,757.04
,1646.9,,757.37
,1647.99,,757.69
,1649.08,,758.01
,1650.17,,758.33
,1651.25,,758.65
,1652.35,,758.97
,1653.44,,759.29
,1654.53,,759.61
,1655.63,,759.94
,1656.73,,760.26
,1657.82,,760.58
,1658.93,,760.9
,1660.03,,761.22
,1661.13,,761.54
,1662.23,,761.86
,1663.34,,762.18
,1664.45,,762.5
,1665.56,,762.82
,1666.67,,763.14
,1667.78,,763.46
,1668.89,,763.79
,1670.01,,764.11
,1671.12,,764.43
,1672.24,,764.75
,1673.36,,765.07
,1674.48,,765.39
,1675.6,,765.71
,1676.73,,766.03
,1677.85,,766.35
,1678.98,,766.67
,1680.11,,766.99
,1681.24,,767.31
,1682.37,,767.63
,1683.5,,767.95
,1684.64,,768.27
,1685.77,,768.59
,1686.91,,768.91
,1688.05,,769.23
,1689.19,,769.55
,1690.33,,769.87
,1691.47,,770.19
,1692.62,,770.51
,1693.77,,770.83
,1694.92,,771.15
,1696.07,,771.47
,1697.22,,771.79
,1698.37,,772.11
,1699.52,,772.43
,1700.68,,772.75
,1701.84,,773.07
,1703.0,,773.39
,1704.16,,773.71
,1705.32,,774.03
,1706.48,,774.35
,1707.65,,774.67
,1708.82,,774.99
,1709.99,,775.31
,1711.16,,775.63
,1712.33,,775.95
,1713.5,,776.27
,1714.68,,776.59
,1715.85,,776.91
,1717.03,,777.23
,1718.21,,777.55
,1719.39,,777.87
,1720.58,,778.19
,1721.76,,778.51
,1722.95,,778.83
,1724.14,,779.15
,1725.33,,779.46
,1726.52,,779.78
,1727.71,,780.1
,1728.91,,780.42
,1730.1,,780.74
,1731.3,,781.06
,1732.5,,781.38
,1733.7,,781.7
,1734.91,,782.02
,1736.11,,782.34
,1737.32,,782.66
,1738.53,,782.98
,1739.74,,783.29
,1740.95,,783.61
,1742.16,,783.93
,1743.38,,784.25
,1744.59,,784.57
,1745.81,,784.89
,1747.03,,785.21
,1748.25,,785.53
,1749.48,,785.84
,1750.7,,786.16
,1751.93,,786.48
,1753.16,,786.8
,1754.39,,787.12
,1755.62,,787.44
,1756.85,,787.76
,1758.09,,788.08
,1759.32,,788.39
,1760.56,,788.71
,1761.8,,789.03
,1763.05,,789.35
,1764.29,,789.67
,1765.54,,789.99
,1766.78,,790.3
,1768.03,,790.62
,1769.29,,790.94
,1770.54,,791.26
,1771.79,,791.58
,1773.05,,791.89
,1774.31,,792.21
,1775.57,,792.53
,1776.83,,792.85
,1778.09,,793.17
,1779.36,,793.49
,1780.63,,793.8
,1781.9,,794.12
,1783.17,,794.44
,1784.44,,794.76
,1785.71,,795.07
,1786.99,,795.39
,1788.27,,795.71
,1789.55,,796.03
,1790.83,,796.35
,1792.11,,796.66
,1793.4,,796.98
,1794.69,,797.3
,1795.98,,797.62
,1797.27,,797.93
,1798.56,,798.25
,1799.86,,798.57
,1801.15,,798.89
,1802.45,,799.2
,1803.75,,799.52
,1805.05,,799.84
,1806.36,,800.16
,1807.66,,800.47
,1808.97,,800.79
,1810.28,,801.11
,1811.59,,801.42
,1812.91,,801.74
,1814.22,,802.06
,1815.54,,802.38
,1816.86,,802.69
,1818.18,,803.01
,1819.51,,803.33
,1820.83,,803.64
,1822.16,,803.96
,1823.49,,804.28
,1824.82,,804.6
,1826.15,,804.91
,1827.49,,805.23
,1828.82,,805.55
,1830.16,,805.86
,1831.5,,806.18
,1832.84,,806.5
,1834.19,,806.81
,1835.54,,807.13
,1836.88,,807.45
,1838.24,,807.76
,1839.59,,808.08
,1840.94,,808.4
,1842.3,,808.71
,1843.66,,809.03
,1845.02,,809.35
,1846.38,,809.66
,1847.75,,809.98
,1849.11,,810.29
,1850.48,,810.61
,1851.85,,810.93
,1853.22,,811.24
,1854.6,,811.56
,1855.98,,811.88
,1857.36,,812.19
,1858.74,,812.51
,1860.12,,812.82
,1861.5,,813.14
,1862.89,,813.46
,1864.28,,813.77
,1865.67,,814.09
,1867.06,,814.4
,1868.46,,814.72
,1869.86,,815.04
,1871.26,,815.35
,1872.66,,815.67
,1874.06,,815.98
,1875.47,,816.3
,1876.88,,816.61
,1878.29,,816.93
,1879.7,,817.25
,1881.11,,817.56
,1882.53,,817.88
,1883.95,,818.19
,1885.37,,818.51
,1886.79,,818.82
,1888.22,,819.14
,1889.64,,819.45
,1891.07,,819.77
,1892.51,,820.08
,1893.94,,820.4
,1895.38,,820.72
,1896.81,,821.03
,1898.25,,821.35
,1899.7,,821.66
,1901.14,,821.98
,1902.59,,822.29
,1904.04,,822.61
,1905.49,,822.92
,1906.94,,823.24
,1908.4,,823.55
,1909.85,,823.87
,1911.31,,824.18
,1912.78,,824.5
,1914.24,,824.81
,1915.71,,825.13
,1917.18,,825.44
,1918.65,,825.75
,1920.12,,826.07
,1921.6,,826.38
,1923.08,,826.7
,1924.56,,827.01
,1926.04,,827.33
,1927.53,,827.64
,1929.01,,827.96
,1930.5,,828.27
,1931.99,,828.59
,1933.49,,828.9
,1934.98,,829.21
,1936.48,,829.53
,1937.98,,829.84
,1939.49,,830.16
,1940.99,,830.47
,1942.5,,830.79
,1944.01,,831.1
,1945.53,,831.41
,1947.04,,831.73
,1948.56,,832.04
,1950.08,,832.36
,1951.6,,832.67
,1953.12,,832.98
,1954.65,,833.3
,1956.18,,833.61
,1957.71,,833.93
,1959.25,,834.24
,1960.78,,834.55
,1962.32,,834.87
,1963.86,,835.18
,1965.41,,835.49
,1966.96,,835.81
,1968.5,,836.12
,1970.06,,836.43
,1971.61,,836.75
,1973.16,,837.06
,1974.72,,837.38
,1976.28,,837.69
,1977.85,,838.0
,1979.41,,838.32
,1980.98,,838.63
,1982.55,,838.94
,1984.13,,839.26
,1985.7,,839.57
,1987.28,,839.88
,1988.86,,840.19
,1990.45,,840.51
,1992.03,,840.82
,1993.62,,841.13
,1995.21,,841.45
,1996.81,,841.76
,1998.4,,842.07
,2000.0,,842.39
,2001.6,,842.7
,2003.21,,843.01
,2004.81,,843.32
,2006.42,,843.64
,2008.03,,843.95
,2009.65,,844.26
,2011.26,,844.58
,2012.88,,844.89
,2014.5,,845.2
,2016.13,,845.51
,2017.76,,845.83
,2019.39,,846.14
,2021.02,,846.45
,2022.65,,846.76
,2024.29,,847.07
,2025.93,,847.39
,2027.58,,847.7
,2029.22,,848.01
,2030.87,,848.32
,2032.52,,848.64
,2034.17,,848.95
,2035.83,,849.26
,2037.49,,849.57
,2039.15,,849.88
,2040.82,,850.2
,2042.48,,850.51
,2044.15,,850.82
,2045.83,,851.13
,2047.5,,851.44
,2049.18,,851.76
,2050.86,,852.07
,2052.55,,852.38
,2054.23,,852.69
,2055.92,,853.0
,2057.61,,853.31
,2059.31,,853.63
,2061.01,,853.94
,2062.71,,854.25
,2064.41,,854.56
,2066.12,,854.87
,2067.82,,855.18
,2069.54,,855.5
,2071.25,,855.81
,2072.97,,856.12
,2074.69,,856.43
,2076.41,,856.74
,2078.14,,857.05
,2079.87,,857.36
,2081.6,,857.67
,2083.33,,857.98
,2085.07,,858.3
,2086.81,,858.61
,2088.55,,858.92
,2090.3,,859.23
,2092.05,,859.54
,2093.8,,859.85
,2095.56,,860.16
,2097.32,,860.47
,2099.08,,860.78
,2100.84,,861.09
,2102.61,,861.4
,2104.38,,861.72
,2106.15,,862.03
,2107.93,,862.34
,2109.7,,862.65
,2111.49,,862.96
,2113.27,,863.27
,2115.06,,863.58
,2116.85,,863.89
,2118.64,,864.2
,2120.44,,864.51
,2122.24,,864.82
,2124.04,,865.13
,2125.85,,865.44
,2127.66,,865.75
,2129.47,,866.06
,2131.29,,866.37
,2133.11,,866.68
,2134.93,,866.99
,2136.75,,867.3
,2138.58,,867.61
,2140.41,,867.92
,2142.25,,868.23
,2144.08,,868.54
,2145.92,,868.85
,2147.77,,869.16
,2149.61,,869.47
,2151.46,,869.78
,2153.32,,870.09
,2155.17,,870.4
,2157.03,,870.71
,2158.89,,871.02
,2160.76,,871.33
,2162.63,,871.64
,2164.5,,871.95
,2166.38,,872.25
,2168.26,,872.56
,2170.14,,872.87
,2172.02,,873.18
,2173.91,,873.49
,2175.81,,873.8
,2177.7,,874.11
,2179.6,,874.42
,2181.5,,874.73
,2183.41,,875.04
,2185.31,,875.35
,2187.23,,875.66
,2189.14,,875.96
,2191.06,,876.27
,2192.98,,876.58
,2194.91,,876.89
,2196.84,,877.2
,2198.77,,877.51
,2200.7,,877.82
,2202.64,,878.13
,2204.59,,878.43
,2206.53,,878.74
,2208.48,,879.05
,2210.43,,879.36
,2212.39,,879.67
,2214.35,,879.98
,2216.31,,880.28
,2218.28,,880.59
,2220.25,,880.9
,2222.22,,881.21
,2224.2,,881.52
,2226.18,,881.83
,2228.16,,882.13
,2230.15,,882.44
,2232.14,,882.75
,2234.14,,883.06
,2236.14,,883.37
,2238.14,,883.67
,2240.14,,883.98
,2242.15,,884.29
,2244.17,,884.6
,2246.18,,884.91
,2248.2,,885.21
,2250.23,,885.52
,2252.25,,885.83
,2254.28,,886.14
,2256.32,,886.44
,2258.36,,886.75
,2260.4,,887.06
,2262.44,,887.37
,2264.49,,887.67
,2266.55,,887.98
,2268.6,,888.29
,2270.66,,888.6
,2272.73,,888.9
,2274.8,,889.21
,2276.87,,889.52
,2278.94,,889.82
,2281.02,,890.13
,2283.11,,890.44
,2285.19,,890.75
,2287.28,,891.05
,2289.38,,891.36
,2291.48,,891.67
,2293.58,,891.97
,2295.68,,892.28
,2297.79,,892.59
,2299.91,,892.89
,2302.03,,893.2
,2304.15,,893.51
,2306.27,,893.81
,2308.4,,894.12
,2310.54,,894.43
,2312.67,,894.73
,2314.81,,895.04
,2316.96,,895.35
,2319.11,,895.65
,2321.26,,895.96
,2323.42,,896.26
,2325.58,,896.57
,2327.75,,896.88
,2329.92,,897.18
,2332.09,,897.49
,2334.27,,897.8
,2336.45,,898.1
,2338.63,,898.41
,2340.82,,898.71
,2343.02,,899.02
,2345.22,,899.33
,2347.42,,899.63
,2349.62,,899.94
,2351.83,,900.24
,2354.05,,900.55
,2356.27,,900.85
,2358.49,,901.16
,2360.72,,901.46
,2362.95,,901.77
,2365.18,,902.08
,2367.42,,902.38
,2369.67,,902.69
,2371.92,,902.99
,2374.17,,903.3
,2376.43,,903.6
,2378.69,,903.91
,2380.95,,904.21
,2383.22,,904.52
,2385.5,,904.82
,2387.77,,905.13
,2390.06,,905.43
,2392.34,,905.74
,2394.64,,906.04
,2396.93,,906.35
,2399.23,,906.65
,2401.54,,906.96
,2403.85,,907.26
,2406.16,,907.57
,2408.48,,907.87
,2410.8,,908.18
,2413.13,,908.48
,2415.46,,908.79
,2417.79,,909.09
,2420.14,,909.4
,2422.48,,909.7
,2424.83,,910.0
,2427.18,,910.31
,2429.54,,910.61
,2431.91,,910.92
,2434.27,,911.22
,2436.65,,911.53
,2439.02,,911.83
,2441.41,,912.13
,2443.79,,912.44
,2446.18,,912.74
,2448.58,,913.05
,2450.98,,913.35
,2453.39,,913.65
,2455.8,,913.96
,2458.21,,914.26
,2460.63,,914.57
,2463.05,,914.87
,2465.48,,915.17
,2467.92,,915.48
,2470.36,,915.78
,2472.8,,916.08
,2475.25,,916.39
,2477.7,,916.69
,2480.16,,916.99
,2482.62,,917.3
,2485.09,,917.6
,2487.56,,917.9
,2490.04,,918.21
,2492.52,,918.51
,2495.01,,918.81
,2497.5,,919.12
,2500.0,,919.42
,2502.5,,919.72
,,,920.03
,,,920.33
,,,920.63
,,,920.94
,,,921.24
,,,921.54
,,,921.84
,,,922.15
,,,922.45
,,,922.75
,,,923.05
,,,923.36
,,,923.66
,,,923.96
,,,924.26
,,,924.57
,,,924.87
,,,925.17
,,,925.47
,,,925.78
,,,926.08
,,,926.38
,,,926.68
,,,926.98
,,,927.29
,,,927.59
,,,927.89
,,,928.19
,,,928.49
,,,928.8
,,,929.1
,,,929.4
,,,929.7
,,,930.0
,,,930.3
,,,930.6
,,,930.91
,,,931.21
,,,931.51
,,,931.81
,,,932.11
,,,932.41
,,,932.71
,,,933.02
,,,933.32
,,,933.62
,,,933.92
,,,934.22
,,,934.52
,,,934.82
,,,935.12
,,,935.42
,,,935.72
,,,936.02
,,,936.32
,,,936.63
,,,936.93
,,,937.23
,,,937.53
,,,937.83
,,,938.13
,,,938.43
,,,938.73
,,,939.03
,,,939.33
,,,939.63
,,,939.93
,,,940.23
,,,940.53
,,,940.83
,,,941.13
,,,941.43
,,,941.73
,,,942.03
,,,942.33
,,,942.63
,,,942.93
,,,943.23
,,,943.53
,,,943.83
,,,944.13
,,,944.43
,,,944.72
,,,945.02
,,,945.32
,,,945.62
,,,945.92
,,,946.22
,,,946.52
,,,946.82
,,,947.12
,,,947.42
,,,947.72
,,,948.01
,,,948.31
,,,948.61
,,,948.91
,,,949.21
,,,949.51
,,,949.81
,,,950.11
,,,950.4
,,,950.7
,,,951.0
,,,951.3
,,,951.6
,,,951.9
,,,952.19
,,,952.49
,,,952.79
,,,953.09
,,,953.39
,,,953.68
,,,953.98
,,,954.28
,,,954.58
,,,954.88
,,,955.17
,,,955.47
,,,955.77
,,,956.07
,,,956.36
,,,956.66
,,,956.96
,,,957.26
,,,957.55
,,,957.85
,,,958.15
,,,958.45
,,,958.74
,,,959.04
,,,959.34
,,,959.63
,,,959.93
,,,960.23
,,,960.53
,,,960.82
,,,961.12
,,,961.42
,,,961.71
,,,962.01
,,,962.31
,,,962.6
,,,962.9
,,,963.2
,,,963.49
,,,963.79
,,,964.09
,,,964.38
,,,964.68
,,,964.97
,,,965.27
,,,965.57
,,,965.86
,,,966.16
,,,966.45
,,,966.75
,,,967.05
,,,967.34
,,,967.64
,,,967.93
,,,968.23
,,,968.52
,,,968.82
,,,969.12
,,,969.41
,,,969.71
,,,970.0
,,,970.3
,,,970.59
,,,970.89
,,,971.18
,,,971.48
,,,971.77
,,,972.07
,,,972.36
,,,972.66
,,,972.95
,,,973.25
,,,973.54
,,,973.84
,,,974.13
,,,974.43
,,,974.72
,,,975.02
,,,975.31
,,,975.61
,,,975.9
,,,976.19
,,,976.49
,,,976.78
,,,977.08
,,,977.37
,,,977.67
,,,977.96
,,,978.25
,,,978.55
,,,978.84
,,,979.14
,,,979.43
,,,979.72
,,,980.02
,,,980.31
,,,980.6
,,,980.9
,,,981.19
,,,981.48
,,,981.78
,,,982.07
,,,982.36
,,,982.66
,,,982.95
,,,983.24
,,,983.54
,,,983.83
,,,984.12
,,,984.42
,,,984.71
,,,985.0
,,,985.3
,,,985.59
,,,985.88
,,,986.17
,,,986.47
,,,986.76
,,,987.05
,,,987.34
,,,987.64
,,,987.93
,,,988.22
,,,988.51
,,,988.81
,,,989.1
,,,989.39
,,,989.68
,,,989.97
,,,990.27
,,,990.56
,,,990.85
,,,991.14
,,,991.43
,,,991.72
,,,992.02
,,,992.31
,,,992.6
,,,992.89
,,,993.18
,,,993.47
,,,993.77
,,,994.06
,,,994.35
,,,994.64
,,,994.93
,,,995.22
,,,995.51
,,,995.8
,,,996.09
,,,996.39
,,,996.68
,,,996.97
,,,997.26
,,,997.55
,,,997.84
,,,998.13
,,,998.42
,,,998.71
,,,999.0
,,,999.29
,,,999.58
