Pixel,Wavelength,Processed,Raw,Dark,Reference
0,948.59,805,9547,8742,
1,950.17,823,9467,8634,
2,951.76,837,9592,8761,
3,953.34,854.33,9483,8636,
4,954.92,881.33,9613,8728,
5,956.5,900.67,9508,8596,
6,958.08,912,9650,8745,
7,959.66,916.67,9546,8627,
8,961.24,928.33,9677,8751,
9,962.83,945.67,9566,8626,
10,964.41,959,9702,8731,
11,965.99,969.33,9593,8627,
12,967.57,975.67,9729,8758,
13,969.15,994.33,9615,8625,
14,970.73,1013.33,9754,8732,
15,972.32,1033,9650,8622,
16,973.9,1054.33,9787,8738,
17,975.48,1065,9708,8622,
18,977.06,1075,9797,8737,
19,978.64,1080.33,9702,8623,
20,980.22,1101.67,9843,8741,
21,981.81,1123,9759,8635,
22,983.39,1140,9888,8745,
23,984.97,1140.67,9786,8633,
24,986.55,1148.67,9877,8751,
25,988.13,1162,9803,8636,
26,989.72,1192.67,9926,8733,
27,991.3,1199.67,9843,8625,
28,992.88,1207.67,9927,8739,
29,994.46,1211.67,9854,8637,
30,996.04,1230.67,9973,8743,
31,997.62,1245,9872,8627,
32,999.21,1262.33,9997,8737,
33,1000.79,1268.67,9912,8630,
34,1002.37,1276.33,10025,8761,
35,1003.95,1276.67,9933,8650,
36,1005.53,1296.33,10019,8736,
37,1007.12,1304,9934,8611,
38,1008.7,1315.33,10051,8745,
39,1010.28,1313,9954,8637,
40,1011.86,1324.67,10065,8749,
41,1013.44,1336,9975,8634,
42,1015.02,1354.33,10095,8744,
43,1016.6,1357,9988,8617,
44,1018.19,1370,10103,8754,
45,1019.77,1372.67,10023,8633,
46,1021.35,1389,10117,8738,
47,1022.93,1394,10017,8619,
48,1024.51,1410.33,10145,8740,
49,1026.09,1413.33,10063,8635,
50,1027.68,1418.33,10156,8749,
51,1029.26,1408.67,10056,8636,
52,1030.84,1423.33,10134,8735,
53,1032.42,1429.67,10066,8615,
54,1034,1449,10186,8747,
55,1035.58,1439,10100,8643,
56,1037.16,1451.67,10184,8763,
57,1038.74,1453.33,10103,8626,
58,1040.32,1478,10204,8742,
59,1041.91,1470,10116,8621,
60,1043.49,1486,10205,8752,
61,1045.07,1478.67,10146,8636,
62,1046.65,1497.67,10224,8751,
63,1048.23,1498.67,10138,8628,
64,1049.81,1526.67,10262,8749,
65,1051.39,1525,10180,8623,
66,1052.97,1539,10265,8760,
67,1054.55,1533,10187,8632,
68,1056.13,1566.33,10263,8724,
69,1057.71,1562,10217,8612,
70,1059.29,1574,10293,8751,
71,1060.87,1553.33,10211,8636,
72,1062.45,1580,10296,8753,
73,1064.03,1586.33,10249,8627,
74,1065.61,1621.67,10334,8740,
75,1067.19,1612,10275,8626,
76,1068.77,1640.33,10350,8757,
77,1070.35,1628,10304,8625,
78,1071.93,1654.33,10373,8761,
79,1073.51,1645,10310,8638,
