Pixel,Wavelength,Processed,Raw,Dark,Reference
0,948.59,786,9528,8742,
1,950.17,799.67,9434,8634,
2,951.76,810.33,9574,8761,
3,953.34,826.33,9454,8636,
4,954.92,844,9576,8728,
5,956.5,864,9462,8596,
6,958.08,878.67,9623,8745,
7,959.66,887,9519,8627,
8,961.24,894,9642,8751,
9,962.83,903.67,9525,8626,
10,964.41,921,9652,8731,
11,965.99,936.33,9570,8627,
12,967.57,954,9703,8758,
13,969.15,967,9599,8625,
14,970.73,979.33,9714,8732,
15,972.32,995.33,9604,8622,
16,973.9,1014.67,9760,8738,
17,975.48,1031.33,9662,8622,
18,977.06,1044.33,9769,8737,
19,978.64,1050.33,9684,8623,
20,980.22,1067.33,9799,8741,
21,981.81,1079,9718,8635,
22,983.39,1097.33,9841,8745,
23,984.97,1098.67,9746,8633,
24,986.55,1107.67,9838,8751,
25,988.13,1120.33,9759,8636,
26,989.72,1146.67,9884,8733,
27,991.3,1160.33,9791,8625,
28,992.88,1171.67,9903,8739,
29,994.46,1180.67,9822,8637,
30,996.04,1192.33,9936,8743,
31,997.62,1202,9826,8627,
32,999.21,1215.67,9951,8737,
33,1000.79,1221.67,9864,8630,
34,1002.37,1231.67,9978,8761,
35,1003.95,1232,9894,8650,
36,1005.53,1252.67,9971,8736,
37,1007.12,1261.33,9890,8611,
38,1008.7,1279.67,10015,8745,
39,1010.28,1275.33,9927,8637,
40,1011.86,1283.67,10015,8749,
41,1013.44,1285.67,9929,8634,
42,1015.02,1303.67,10040,8744,
43,1016.6,1312,9937,8617,
44,1018.19,1327.67,10074,8754,
45,1019.77,1325.67,9976,8633,
46,1021.35,1332.33,10052,8738,
47,1022.93,1329.67,9959,8619,
48,1024.51,1345.33,10075,8740,
49,1026.09,1348,9996,8635,
50,1027.68,1361,10097,8749,
51,1029.26,1358.67,10010,8636,
52,1030.84,1374.67,10089,8735,
53,1032.42,1381,10011,8615,
54,1034,1401,10140,8747,
55,1035.58,1392.33,10057,8643,
56,1037.16,1402.33,10133,8763,
57,1038.74,1400,10049,8626,
58,1040.32,1422.67,10149,8742,
59,1041.91,1417,10059,8621,
60,1043.49,1434.67,10158,8752,
61,1045.07,1429,10096,8636,
62,1046.65,1445,10172,8751,
63,1048.23,1438,10082,8628,
64,1049.81,1463.33,10188,8749,
65,1051.39,1463,10120,8623,
66,1052.97,1487.33,10213,8760,
67,1054.55,1482.67,10144,8632,
68,1056.13,1509,10207,8724,
69,1057.71,1503,10144,8612,
70,1059.29,1524.33,10245,8751,
71,1060.87,1510.33,10183,8636,
72,1062.45,1531.33,10243,8753,
73,1064.03,1525,10184,8627,
74,1065.61,1560,10268,8740,
75,1067.19,1553.33,10221,8626,
76,1068.77,1582.67,10294,8757,
77,1070.35,1567,10241,8625,
78,1071.93,1590,10309,8761,
79,1073.51,1580.67,10244,8638,
80,1075.09,1622,10326,8738,
81,1076.67,1622,10284,8612,
82,1078.25,1652.33,10372,8766,
83,1079.83,1634.33,10322,8643,
84,1081.41,1669.33,10382,8764,
85,1082.99,1664,10343,8632,
86,1084.57,1702,10411,8748,
87,1086.15,1684.67,10347,8615,
88,1087.72,1718,10423,8764,
89,1089.3,1702.33,10399,8636,
90,1090.88,1740,10418,8733,
91,1092.46,1715.33,10384,8612,
92,1094.04,1752.33,10451,8762,
93,1095.62,1735.33,10437,8641,
94,1097.2,1777.67,10488,8767,
95,1098.77,1756.67,10449,8633,
96,1100.35,1798,10489,8756,
97,1101.93,1776.33,10465,8620,
98,1103.51,1810.33,10515,8764,
99,1105.09,1777,10475,8640,
100,1106.66,1811,10501,8756,
101,1108.24,1782,10482,8629,
102,1109.82,1819,10505,8757,
103,1111.4,1780.67,10494,8638,
104,1112.97,1820,10506,8768,
105,1114.55,1772.67,10490,8624,
106,1116.13,1800,10487,8773,
107,1117.7,1748,10451,8631,
108,1119.28,1778.67,10465,8755,
109,1120.86,1718.33,10428,8622,
110,1122.43,1726.67,10411,8772,
111,1124.01,1659.33,10366,8631,
112,1125.59,1679.67,10352,8748,
113,1127.16,1620,10315,8615,
114,1128.74,1633,10320,8764,
115,1130.31,1562.67,10279,8636,
116,1131.89,1572.67,10248,8759,
117,1133.46,1508.67,10221,8635,
118,1135.04,1531,10194,8743,
119,1136.61,1473,10173,8617,
120,1138.19,1501.67,10171,8759,
121,1139.76,1454,10169,8632,
122,1141.34,1495.67,10164,8751,
123,1142.91,1461.33,10162,8625,
124,1144.49,1525,10208,8774,
125,1146.06,1516.33,10234,8630,
126,1147.64,1600.67,10266,8755,
127,1149.21,1587.67,10324,8637,
128,1150.78,1666,10317,8752,
129,1152.36,1650.67,10359,8613,
130,1153.93,1732,10411,8770,
131,1155.51,1697.33,10434,8625,
132,1157.08,1754.33,10411,8769,
133,1158.65,1710.33,10446,8634,
134,1160.22,1777,10433,8756,
135,1161.8,1726,10462,8620,
136,1163.37,1783.33,10442,8783,
137,1164.94,1727.33,10482,8633,
138,1166.51,1784.33,10447,8773,
139,1168.09,1720.67,10436,8606,
140,1169.66,1768.33,10411,8753,
141,1171.23,1702.67,10441,8624,
142,1172.8,1747,10409,8776,
143,1174.37,1675.67,10436,8645,
144,1175.94,1729.67,10358,8755,
145,1177.51,1669.67,10412,8617,
146,1179.09,1727.67,10382,8771,
147,1180.66,1673.33,10416,8639,
148,1182.23,1742.67,10410,8778,
149,1183.8,1697.67,10440,8621,
150,1185.37,1755,10396,8754,
151,1186.94,1696.33,10439,8635,
152,1188.51,1759,10415,8772,
153,1190.08,1715,10462,8632,
154,1191.65,1779.67,10442,8770,
155,1193.21,1722.33,10483,8646,
156,1194.78,1788.67,10412,8754,
157,1196.35,1754.67,10487,8616,
158,1197.92,1836.33,10500,8765,
159,1199.49,1788.33,10543,8640,
160,1201.06,1853,10488,8761,
161,1202.62,1806.33,10553,8624,
162,1204.19,1877,10530,8767,
163,1205.76,1818,10574,8635,
