Pixel,Wavelength,Processed,Raw,Dark,Reference
0,341.78,34,924,890,
1,342.11,45,903,856,
2,342.44,50.67,915,861,
3,342.77,50.33,918,867,
4,343.1,48.33,915,869,
5,343.43,46.67,909,861,
6,343.76,44,909,863,
7,344.09,42.67,903,865,
8,344.42,52.67,913,869,
9,344.75,58,924,848,
10,345.09,61.67,913,859,
11,345.42,56,924,869,
12,345.75,54.67,920,861,
13,346.08,56,913,863,
14,346.41,60.33,920,861,
15,346.74,60.67,935,863,
16,347.07,65,922,871,
17,347.4,54.33,926,854,
18,347.73,48.67,920,880,
19,348.06,35.67,903,869,
20,348.4,48.33,894,861,
21,348.73,56,939,861,
22,349.06,64.67,913,856,
23,349.39,54.33,915,856,
24,349.72,57.67,920,873,
25,350.05,57,934,867,
26,350.38,62.67,903,846,
27,350.71,58,901,837,
28,351.04,64.33,922,869,
29,351.37,62.67,934,858,
30,351.71,62,920,861,
31,352.04,47.33,920,869,
32,352.37,39,905,873,
33,352.7,47.67,907,873,
34,353.03,52.67,935,858,
35,353.36,56.67,922,875,
36,353.69,49.67,913,867,
37,354.02,55,915,859,
38,354.36,52.33,926,863,
39,354.69,56.33,890,852,
40,355.02,55,909,841,
41,355.35,64.67,932,873,
42,355.68,60.33,934,867,
43,356.01,70,911,856,
44,356.34,65.33,911,823,
45,356.67,59,911,858,
46,357.01,40.33,907,871,
47,357.34,44,897,865,
48,357.67,50.33,922,858,
49,358,59.33,911,856,
50,358.33,53.33,907,848,
51,358.66,56.33,915,869,
52,358.99,50.67,922,858,
53,359.33,65,894,852,
54,359.66,64.33,943,854,
55,359.99,70,920,858,
56,360.32,56,909,850,
57,360.65,54.33,897,850,
58,360.98,51.67,913,856,
59,361.31,43.33,924,873,
60,361.65,40.33,899,877,
61,361.98,47,909,861,
62,362.31,59.33,934,863,
63,362.64,60.67,918,859,
64,362.97,55.33,911,859,
65,363.3,57,920,865,
66,363.63,60.33,920,856,
67,363.97,65.67,916,854,
68,364.3,56.33,930,859,
69,364.63,49.67,905,869,
70,364.96,47,907,865,
71,365.29,53.33,907,844,
72,365.62,50,924,869,
73,365.95,42.67,897,865,
74,366.29,47.67,897,856,
75,366.62,61,924,854,
76,366.95,61.33,943,871,
77,367.28,57.67,901,859,
78,367.61,52,915,856,
79,367.94,53.33,922,867,
80,368.28,55,909,863,
81,368.61,55.67,920,856,
82,368.94,54.33,916,859,
83,369.27,58.33,911,869,
84,369.6,57.67,920,844,
85,369.93,50.67,920,865,
86,370.27,48,907,886,
87,370.6,52.33,920,852,
88,370.93,58,926,858,
89,371.26,45,913,875,
90,371.59,42,888,859,
91,371.92,57.67,918,859,
92,372.26,70,939,854,
93,372.59,66.67,916,850,
94,372.92,59.33,907,858,
95,373.25,59,926,863,
96,373.58,55.33,928,863,
97,373.92,61,915,877,
98,374.25,57.67,922,842,
99,374.58,57.67,918,863,
100,374.91,52,930,892,
101,375.24,67,915,852,
102,375.57,67.67,922,822,
103,375.91,58.67,913,873,
104,376.24,47,901,865,
105,376.57,59.67,913,848,
106,376.9,62.33,924,846,
107,377.23,57.67,909,865,
108,377.57,51.67,892,841,
109,377.9,54.67,916,856,
110,378.23,56,909,856,
111,378.56,57,920,865,
112,378.89,56.33,924,861,
113,379.23,58,935,884,
114,379.56,63,916,856,
115,379.89,68.67,928,850,
116,380.22,56.67,920,852,
117,380.55,56,901,877,
118,380.89,59.33,926,850,
119,381.22,64,932,854,
120,381.55,52,901,863,
121,381.88,53.33,903,863,
122,382.21,56.67,928,846,
123,382.55,62,913,865,
124,382.88,52,915,859,
125,383.21,64,913,861,
126,383.54,57.33,953,869,
127,383.87,56,903,867,
128,384.21,55.33,896,848,
129,384.54,47.67,934,852,
130,384.87,48.33,916,903,
131,385.2,45.67,915,865,
132,385.53,63.33,924,850,
133,385.87,71,922,856,
134,386.2,63,932,859,
135,386.53,64.67,911,861,
136,386.86,58,930,859,
137,387.19,61,928,875,
138,387.53,55.67,928,869,
139,387.86,62,916,861,
140,388.19,68.33,920,848,
141,388.52,70.67,924,846,
142,388.86,60,918,856,
143,389.19,48.33,930,890,
144,389.52,49.67,918,875,
145,389.85,63,901,835,
146,390.18,68.67,905,825,
147,390.52,56,916,856,
148,390.85,55.33,897,869,
149,391.18,55.67,926,848,
150,391.51,58.33,928,867,
151,391.84,53,918,882,
152,392.18,48.33,920,858,
153,392.51,58,901,854,
154,392.84,58.33,930,865,
155,393.17,54.67,915,852,
156,393.51,49.67,901,865,
157,393.84,41.33,913,863,
158,394.17,54.67,909,871,
159,394.5,65,922,846,
160,394.84,63,918,837,
161,395.17,54.67,907,875,
162,395.5,55.67,916,865,
163,395.83,63.33,932,848,
164,396.16,57,922,867,
165,396.5,40,907,875,
166,396.83,41.33,896,863,
167,397.16,49,918,859,
168,397.49,52.67,922,867,
169,397.83,50,909,865,
170,398.16,53.33,920,869,
171,398.49,60,926,861,
172,398.82,61.33,920,856,
173,399.16,66.33,911,856,
174,399.49,60,924,844,
175,399.82,65.67,916,871,
176,400.15,58,928,856,
177,400.49,53.67,913,856,
178,400.82,42.33,907,875,
179,401.15,48.67,916,878,
180,401.48,52,915,839,
181,401.82,55.33,915,873,
182,402.15,57.33,915,867,
183,402.48,65,947,865,
184,402.81,70.67,926,861,
185,403.14,68.67,926,861,
186,403.48,76.33,920,844,
187,403.81,78,947,859,
188,404.14,69.33,935,865,
189,404.47,66.67,909,859,
190,404.81,65,930,850,
191,405.14,71.67,928,863,
192,405.47,63,945,875,
193,405.8,72,913,859,
194,406.14,60.67,951,859,
195,406.47,60.33,899,863,
196,406.8,58.67,926,873,
197,407.13,63,937,850,
198,407.47,67.33,907,858,
199,407.8,68,920,854,
200,408.13,73.67,935,846,
201,408.47,67,922,856,
202,408.8,58.33,905,859,
203,409.13,61.67,934,871,
204,409.46,66.67,937,861,
205,409.8,62,928,867,
206,410.13,55.67,920,871,
207,410.46,69.67,926,869,
208,410.79,71,953,850,
209,411.13,77.33,930,877,
210,411.46,69,939,863,
211,411.79,80.67,934,856,
212,412.12,90,934,846,
213,412.46,89.33,954,850,
214,412.79,75.33,918,842,
215,413.12,59,905,859,
216,413.45,55,920,865,
217,413.79,64.67,937,873,
218,414.12,61.67,934,859,
219,414.45,53.67,907,861,
220,414.78,56,913,873,
221,415.12,63,930,848,
222,415.45,59.67,909,842,
223,415.78,56.67,903,873,
224,416.12,60.33,932,859,
225,416.45,68.67,924,846,
226,416.78,70.33,916,861,
227,417.11,64,926,848,
228,417.45,62.67,911,852,
229,417.78,59,920,869,
230,418.11,69.33,930,863,
231,418.44,72,951,861,
232,418.78,64.67,926,867,
233,419.11,55,916,871,
234,419.44,61.33,920,859,
235,419.78,62.67,926,848,
236,420.11,61.67,922,873,
237,420.44,66.67,935,877,
238,420.77,74,939,846,
239,421.11,80,915,844,
240,421.44,72.33,935,859,
241,421.77,66,943,873,
242,422.1,61,913,861,
243,422.44,47.33,930,869,
244,422.77,52.67,894,865,
245,423.1,56.33,924,856,
246,423.44,72.67,922,850,
247,423.77,75.33,934,856,
248,424.1,80,932,856,
249,424.43,78.67,949,863,
250,424.77,83,947,873,
251,425.1,75.67,939,850,
252,425.43,65.67,905,841,
253,425.76,85.33,911,867,
254,426.1,93.67,962,814,
255,426.43,99.33,939,850,
256,426.76,64.33,896,835,
257,427.1,60,918,875,
258,427.43,64.33,939,863,
259,427.76,79.67,924,850,
260,428.09,78,945,856,
261,428.43,79.33,932,861,
262,428.76,81.33,937,859,
263,429.09,87,956,861,
264,429.43,86.33,930,842,
265,429.76,81.33,926,850,
266,430.09,76.67,932,852,
267,430.42,78.33,941,867,
268,430.76,79,937,856,
269,431.09,65,930,848,
270,431.42,60.67,890,858,
271,431.76,63,941,873,
272,432.09,74.33,941,852,
273,432.42,79.33,918,852,
274,432.75,80.67,960,877,
275,433.09,91,947,854,
276,433.42,87.33,949,852,
277,433.75,90,935,863,
278,434.09,83.67,945,844,
279,434.42,92.33,934,856,
280,434.75,84.67,954,856,
281,435.09,82.33,939,861,
282,435.42,79.33,930,859,
283,435.75,80.67,941,852,
284,436.08,88.67,943,861,
285,436.42,91.33,960,865,
286,436.75,91.33,943,846,
287,437.08,80.67,943,861,
288,437.42,73,943,880,
289,437.75,72.67,945,871,
290,438.08,81.33,935,854,
291,438.41,88.33,941,852,
292,438.75,94,934,839,
293,439.08,86,956,858,
294,439.41,90,926,861,
295,439.75,91,966,859,
296,440.08,93.67,964,863,
297,440.41,88,934,861,
298,440.74,88.67,949,859,
299,441.08,104.33,962,859,
300,441.41,101.33,966,846,
301,441.74,101.33,958,877,
302,442.08,101.33,964,861,
303,442.41,108.67,964,844,
304,442.74,117,964,861,
305,443.08,106.33,989,861,
306,443.41,103.67,934,846,
307,443.74,96.33,949,854,
308,444.07,110.67,964,858,
309,444.41,109,981,850,
310,444.74,107.33,951,861,
311,445.07,94.67,968,867,
312,445.41,105.67,958,865,
313,445.74,84.67,964,841,
314,446.07,81.67,949,911,
315,446.41,76.67,962,878,
316,446.74,96.33,966,858,
317,447.07,102,951,854,
318,447.4,101,960,859,
319,447.74,99.67,964,859,
320,448.07,102,941,848,
321,448.4,106,977,869,
322,448.74,116.33,975,858,
323,449.07,106.67,983,859,
324,449.4,107.33,956,877,
325,449.74,106,977,858,
326,450.07,117,970,850,
327,450.4,108,977,865,
328,450.73,103,972,880,
329,451.07,113,966,861,
330,451.4,116.33,973,831,
331,451.73,117,954,852,
332,452.07,112.67,970,863,
333,452.4,121.67,979,850,
334,452.73,115.67,977,848,
335,453.07,109,958,869,
336,453.4,109.67,968,859,
337,453.73,122.33,987,856,
338,454.06,122.67,990,863,
339,454.4,120.67,979,869,
